"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000036427",18666.7802735825,0.471600903438147,0.135518407959536,3.47997670972464,0.000501457373109979,0.00856130236375266,"Gpi1"
"ENSMUSG00000063457",17949.158553877,0.0354253454852179,0.162033341554342,0.218629975444511,0.826938300606659,0.925728146530893,"Rps15"
"ENSMUSG00000070473",17862.6222276099,0.151014231409135,0.200317165797298,0.753875639204813,0.450923899667726,0.699011205617031,"Cldn3"
"ENSMUSG00000024029",17194.9240429657,-0.820407653579188,0.483904319449204,-1.69539229266026,0.0900010270407891,0.281289704047813,"Tff3"
"ENSMUSG00000008682",17421.9147778194,-0.232727428112706,0.0935754460298091,-2.48705657292372,0.0128804914509276,0.0831642905181623,"Rpl10"
"ENSMUSG00000025290",17511.3585413329,0.0884383042591384,0.147684668521103,0.598831992140748,0.549284926056409,0.767202011308913,"Rps24"
"ENSMUSG00000006360",17407.2146377927,0.321176293650161,0.219872309497677,1.46074007401807,0.144086786975974,0.3730893202082,"Crip1"
"ENSMUSG00000030744",17106.1114458537,-0.182701768561778,0.111376757056874,-1.64039404081842,0.100923263587082,0.303245706342268,"Rps3"
"ENSMUSG00000027397",16983.6296638058,-0.703880413583154,0.442221868984115,-1.59169064885943,0.111454230490182,0.322014695762611,"Slc20a1"
"ENSMUSG00000000303",17381.339455168,0.231733537195408,0.217074207491772,1.0675314210427,0.285731932807689,0.552297659175536,"Cdh1"
"ENSMUSG00000032231",17422.5235270321,1.20050049150349,0.224195399498467,5.35470618125551,8.569555380068e-08,9.14005667924669e-06,"Anxa2"
"ENSMUSG00000035885",17184.1668019557,0.301183733843918,0.173379763123524,1.73713314874781,0.0823636714575514,0.268441940364225,"Cox8a"
"ENSMUSG00000047675",16700.1840067237,-0.13031769644752,0.126407783998871,-1.0309309468528,0.302573203013231,0.567880246202045,"Rps8"
"ENSMUSG00000118642",17538.099670551,1.16109498068561,0.286489360808458,4.05283804399948,5.0600032691162e-05,0.00151016305580224,"AY036118"
"ENSMUSG00000064354",16292.7020684192,-0.0929378369463698,0.430005444618679,-0.216131767886766,0.828885037680794,0.926870852742427,"mt-Co2"
"ENSMUSG00000079523",16437.4636369584,1.01815093706617,0.223416799183714,4.55718164787129,5.18445850195277e-06,0.000260444659171161,"Tmsb10"
"ENSMUSG00000035775",16800.0528114646,1.60822279746924,0.264961264126384,6.06965249343817,1.28187322129037e-09,2.93209194050574e-07,"Krt20"
"ENSMUSG00000029614",15774.2363380608,-0.290756022305549,0.111603707218491,-2.6052541582362,0.0091806130658703,0.0668048827349741,"Rpl6"
"ENSMUSG00000047215",15807.8159597672,0.028041314411283,0.12648031098544,0.221704976788926,0.824543555609563,0.924683052941553,"Rpl9"
"ENSMUSG00000028234",15603.5416533415,-0.0407799725782178,0.149262799010456,-0.273209217893343,0.784692394590413,0.904671908530081,"Rps20"
"ENSMUSG00000003051",15956.0647287103,0.872748182591412,0.21975719908935,3.97142021379952,7.14454291547153e-05,0.00194883832256073,"Elf3"
"ENSMUSG00000036594",15164.84862425,0.459037722284531,0.411381798005982,1.11584354122993,0.264489112356188,0.529339461721435,"H2-Aa"
"ENSMUSG00000024730",15608.2084259565,0.939530230758602,0.25306134880509,3.71265795900834,0.000205093977861964,0.00435537938446239,"Ms4a8a"
"ENSMUSG00000004207",15360.37615883,0.299575354757282,0.133347217323296,2.24658122434584,0.0246668032184483,0.127220662619462,"Psap"
"ENSMUSG00000003429",15122.5437731166,-0.179768950521424,0.110361402335527,-1.62891143748681,0.103331768485123,0.307677795591289,"Rps11"
"ENSMUSG00000035852",15435.7422866002,0.617305189216179,0.208437902205661,2.96157840145166,0.00306066559362284,0.0307898780678218,"Misp"
"ENSMUSG00000060036",15051.6965317582,-0.315375674257734,0.114287279170854,-2.75949936463412,0.00578899997034686,0.0479930849070022,"Rpl3"
"ENSMUSG00000030122",14902.55860215,-0.335394495402143,0.174348769051258,-1.92369867150332,0.0543923646650468,0.20901578956178,"Ptms"
"ENSMUSG00000007034",15551.4975244301,1.12871446902712,0.250817643125039,4.50013984249279,6.79087724337431e-06,0.00032474761830091,"Slc44a4"
"ENSMUSG00000005610",15144.8103493458,0.473648026856129,0.132684963419245,3.56971893913512,0.000357364439248204,0.00664501849081993,"Eif4g2"
"ENSMUSG00000054452",14794.1793198872,-0.0395187919505771,0.123064042710078,-0.321123791160331,0.748116581582337,0.886607028670821,"Tle5"
"ENSMUSG00000019505",14625.8366930676,-0.145821904125926,0.092539100864071,-1.57578691347046,0.115074919312268,0.327921865875908,"Ubb"
